English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Indonesian Word
bombard	1	0	0	1	0	1	0	0	0	0	membombardir
bombardment	1	0	0	1	0	1	0	0	0	0	pengeboman
bombed	0	0	1	0	0	1	0	0	0	0	dibom
bomber	0	0	0	1	0	0	0	1	0	0	pembom
bonanza	0	0	0	0	1	0	1	0	0	0	sumber keuntungan
bondage	0	0	0	1	0	1	0	1	0	0	perbudakan
bonus	0	1	0	0	1	0	1	0	1	0	bonus
boomerang	0	1	0	0	0	0	0	0	0	1	bumerang
boredom	0	0	0	0	0	1	0	1	0	0	kebosanan
bothering	1	0	0	0	0	1	0	1	0	0	mengganggu
bottom	0	0	0	0	0	1	0	1	0	0	bawah
bottomless	0	0	0	1	0	0	0	0	0	0	tak berdasar
bountiful	0	1	0	0	1	0	1	0	0	0	berlimpah
bounty	0	1	0	0	1	0	1	0	0	1	karunia
bouquet	0	0	0	0	1	0	1	0	0	1	buket
bout	1	0	0	0	0	1	0	0	0	0	pertandingan
bovine	0	0	1	0	0	1	0	0	0	0	termasuk keluarga sapi
bowels	0	0	1	0	0	0	0	0	0	0	usus
boxing	1	0	0	0	0	0	0	0	0	0	tinju
bran	0	0	1	0	0	0	0	0	0	0	dedak
brawl	1	0	1	1	0	1	0	0	0	0	ribut
brazen	1	0	0	0	0	1	0	0	0	0	kurang ajar
break	0	0	0	0	0	0	0	0	1	0	merusak
breakup	0	0	0	0	0	1	0	1	0	0	putus
bribery	0	0	1	0	0	1	0	0	0	0	penyuapan
bridal	0	1	0	0	1	0	1	0	0	1	pengantin
bride	0	1	0	0	1	0	1	0	0	1	pengantin perempuan
bridegroom	0	1	0	0	1	0	1	0	0	1	mempelai
bridesmaid	0	0	0	0	1	0	1	0	0	1	pengiring pengantin perempuan
brigade	0	0	0	1	0	1	0	0	0	0	brigade
brighten	0	0	0	0	1	0	1	0	1	1	menerangi
brilliant	0	1	0	0	1	0	1	0	0	1	cemerlang
brimstone	1	0	0	1	0	1	0	0	0	0	belerang
broadside	0	1	0	0	0	1	0	0	0	0	selebaran
broil	1	0	0	0	0	1	0	0	0	0	memanggang
broke	0	0	0	1	0	1	0	1	0	0	bangkrut
broken	1	0	0	1	0	1	0	1	0	0	rusak
brothel	0	0	1	0	0	1	0	0	0	0	bordil
brother	0	0	0	0	0	0	1	0	0	1	saudara laki-laki
brotherhood	0	0	0	0	0	0	1	0	0	1	persaudaraan
brotherly	0	1	0	0	1	0	1	0	0	1	saudara
bruise	0	1	0	0	0	1	0	0	0	0	memar
brunt	1	0	0	0	0	1	0	0	0	0	terberat
brutal	1	0	0	1	0	1	0	0	0	0	brutal
brutality	1	0	0	1	0	1	0	0	0	0	kebrutalan
brute	1	0	0	1	0	1	0	1	0	0	kasar
buddy	0	1	0	0	1	0	1	0	0	1	sobat
buffet	1	0	0	0	0	1	0	0	0	0	prasmanan
bug	0	0	1	1	0	1	0	0	0	0	serangga
bugaboo	1	0	0	1	0	1	0	1	0	0	momok
bugle	0	1	0	0	0	0	0	0	0	0	terompet
bully	1	0	0	1	0	1	0	0	0	0	menggertak
bum	0	0	1	0	0	1	0	1	0	0	gelandangan
bummer	1	0	1	0	0	1	0	0	0	0	kekecewaan
bunker	0	0	0	1	0	0	0	0	0	0	bunker
burdensome	0	0	0	1	0	1	0	1	0	0	berat
bureaucracy	0	0	0	0	0	1	0	0	0	1	birokrasi
bureaucrat	0	0	1	0	0	1	0	0	0	0	birokrat
burglar	0	0	1	1	0	1	0	0	0	0	pencuri
burial	1	0	0	1	0	1	0	1	0	0	pemakaman
buried	0	0	0	1	0	1	0	1	0	0	terkubur
burke	1	0	1	1	0	1	0	1	0	0	menutup perkara
burlesque	0	0	0	0	0	0	0	0	1	0	bahan tertawaan
burnt	0	0	1	0	0	1	0	0	0	0	dibakar
bursary	0	0	0	0	0	0	0	0	0	1	beasiswa
bury	0	0	0	0	0	0	0	1	0	0	mengubur
buss	0	0	0	0	1	0	1	0	0	0	ciuman
busted	1	0	0	1	0	1	0	0	0	0	ditangkap basah
butcher	1	0	1	1	0	1	0	0	0	0	tukang daging
butler	0	0	0	0	0	0	1	0	0	1	kepala pelayan
buzz	0	1	0	1	0	0	1	0	0	0	berdengung
bye	0	1	0	0	0	0	0	0	0	0	selamat tinggal
bylaw	0	0	0	0	0	0	0	0	0	1	anggaran rumah tangga
cabal	0	0	0	1	0	1	0	0	0	0	komplotan rahasia
cable	0	0	0	0	0	0	0	0	1	0	kabel
cacophony	1	0	1	0	0	1	0	0	0	0	hiruk pikuk
cad	1	0	1	0	0	1	0	0	0	0	cad
cadaver	0	0	1	1	0	1	0	1	1	0	mayat
cage	0	0	0	0	0	1	0	1	0	0	kurungan
calamity	0	0	0	0	0	0	0	1	0	0	bencana
calculation	0	1	0	0	0	0	0	0	0	0	perhitungan
calculator	0	0	0	0	0	0	1	0	0	1	Kalkulator
calf	0	0	0	0	1	0	1	0	0	1	anak sapi
callous	1	0	1	0	0	1	0	0	0	0	tidak berperasaan
calls	0	1	0	0	0	1	0	0	0	1	panggilan
camouflage	0	0	0	0	0	0	0	0	1	0	kamuflase
camouflaged	0	0	0	0	0	0	0	0	1	0	kamuflase
campaigning	1	0	0	1	0	1	0	0	0	0	berkampanye
cancel	0	0	0	0	0	1	0	1	0	0	membatalkan
cancer	1	0	1	1	0	1	0	1	0	0	kanker
candid	0	1	0	0	1	0	1	0	1	1	jujur
cane	1	0	0	1	0	0	0	0	0	0	tebu
canker	1	0	1	0	0	1	0	0	0	0	karat
cannibal	0	0	1	1	0	1	0	0	0	0	kanibal
cannibalism	0	0	1	0	0	1	0	0	0	0	kanibalisme
cannon	1	0	0	1	0	1	0	0	0	0	meriam
canons	0	0	0	0	0	0	0	0	0	1	kanon
cap	0	1	0	0	0	0	0	0	0	1	topi
captivate	0	1	0	0	1	0	1	0	1	1	memikat hati
captive	0	0	0	1	0	1	0	1	0	0	tawanan
captivity	0	0	0	0	0	1	0	1	0	0	tahanan
captor	0	0	0	1	0	1	0	0	0	0	penahan
carcass	0	0	1	1	0	1	0	1	0	0	bangkai
carcinoma	0	0	0	1	0	1	0	1	0	0	karsinoma
cardiomyopathy	0	0	0	1	0	1	0	1	0	0	kardiomiopati
career	0	1	0	0	0	0	1	0	0	0	karier
carelessness	1	0	1	0	0	1	0	0	0	0	kecerobohan
caretaker	0	0	0	0	0	0	1	0	0	1	penjaga
caries	0	0	1	0	0	1	0	0	0	0	karies
carnage	1	0	1	1	0	1	0	1	1	0	pembantaian
carnivorous	0	0	0	1	0	1	0	0	0	0	karnivora
carol	0	0	0	0	1	0	1	0	0	1	lagu Natal
cartridge	0	0	0	1	0	0	0	0	0	0	peluru
case	0	0	0	1	0	1	0	1	0	0	kasus
cash	1	1	0	1	1	0	1	0	0	1	uang tunai
cashier	0	0	0	0	0	0	0	0	0	1	kasir
casket	0	0	0	1	0	1	0	1	0	0	peti mati
casualty	1	0	0	1	0	1	0	1	0	0	korban
cataract	0	1	0	1	0	1	0	1	0	0	katarak
catastrophe	1	0	1	1	0	1	0	1	1	0	malapetaka
catch	0	0	0	0	0	0	0	0	1	0	menangkap
catechism	0	0	1	0	0	0	0	0	0	0	katekese
cathedral	0	0	0	0	1	0	1	0	0	1	Katedral
caution	1	1	0	1	0	1	0	0	0	0	peringatan
cautionary	0	0	0	1	0	0	0	0	0	0	peringatan
cautious	0	1	0	1	0	0	1	0	0	1	waspada
cautiously	0	0	0	1	0	0	1	0	0	0	hati-hati
celebrated	0	1	0	0	1	0	1	0	0	0	terkenal
celebrating	0	1	0	0	1	0	1	0	0	0	merayakan
celebration	0	1	0	0	1	0	1	0	1	1	perayaan
celebrity	1	1	1	0	1	1	1	0	1	1	selebriti
celestial	0	1	0	0	1	0	1	0	0	0	surgawi
cement	0	1	0	0	0	0	0	0	0	1	semen
cemetery	0	0	0	1	0	1	0	1	0	0	kuburan
censor	1	0	1	1	0	1	0	0	0	1	sensor
center	0	0	0	0	0	0	1	0	0	1	tengah
ceremony	0	0	0	0	1	0	1	0	1	0	upacara
certify	0	0	0	0	0	0	0	0	0	1	menyatakan
cess	0	0	1	0	0	1	0	0	0	0	cess
chaff	1	0	0	1	0	1	0	0	0	0	sekam
chagrin	0	0	1	0	0	1	0	1	0	0	mengecewakan
chairman	0	0	0	0	0	0	1	0	0	1	ketua
chairwoman	0	0	0	0	0	0	1	0	0	1	ketua
challenge	1	0	0	1	0	1	0	0	0	0	tantangan
champion	0	1	0	0	1	0	1	0	0	1	juara
chance	0	0	0	0	0	0	0	0	1	0	peluang
chancellor	0	0	0	0	0	0	0	0	0	1	kanselir
change	0	0	0	1	0	0	0	0	0	0	mengubah
changeable	0	1	0	0	0	0	0	0	1	0	berubah-ubah
chant	1	1	0	0	1	0	1	0	1	0	nyanyian
chaos	1	0	0	1	0	1	0	1	0	0	kekacauan
chaotic	1	0	0	0	0	1	0	0	0	0	kacau
chaplain	0	0	0	0	0	0	0	0	0	1	pendeta
chargeable	0	0	0	1	0	1	0	1	0	0	dikenakan biaya
charitable	0	1	0	0	1	0	1	0	0	1	sosial
charity	0	0	0	0	1	0	1	0	0	0	amal
charmed	0	0	0	0	1	1	1	0	0	0	terpesona
chart	0	0	0	0	0	0	0	0	0	1	bagan
chasm	0	0	0	1	0	0	0	0	0	0	jurang
chastity	0	1	0	0	0	0	1	0	0	1	kesucian
cheat	1	0	1	0	0	1	0	0	0	0	mencurangi
checklist	0	0	0	0	0	0	1	0	0	1	daftar periksa
cheer	0	1	0	0	1	0	1	0	1	1	bersorak
cheerful	0	0	0	0	1	0	1	0	1	0	riang
cheerfulness	0	1	0	0	1	0	1	0	0	1	kegembiraan
cheering	0	0	0	0	1	0	1	0	0	0	bersorak
cheery	0	1	0	0	1	0	1	0	0	0	riang
chemist	0	0	0	0	0	0	1	0	0	1	ahli kimia
cherish	0	1	0	0	1	0	1	0	1	1	menghargai
chicane	0	1	0	0	0	1	0	0	1	1	ketidakjujuran
chicken	0	0	0	1	0	0	0	0	0	0	ayam
childhood	0	0	0	0	1	0	1	0	0	0	masa kanak-kanak
chimera	0	0	0	1	0	0	0	0	1	0	chimera
chirp	0	0	0	0	1	0	1	0	0	0	kicauan
chocolate	0	1	0	0	1	0	1	0	0	1	cokelat
choir	0	0	0	0	1	0	1	0	0	1	paduan suara
choke	1	0	0	0	0	1	0	1	0	0	tersedak
cholera	0	0	1	1	0	1	0	1	0	0	kolera
choral	0	0	0	0	1	0	1	0	0	0	paduan suara
chronic	0	0	0	0	0	1	0	1	0	0	kronis
chronicle	0	0	0	0	0	0	1	0	0	1	kronik
chuckle	0	1	0	0	1	0	1	0	1	1	tertawa kecil
church	0	1	0	0	1	0	1	0	0	1	gereja
civilization	0	0	0	0	0	0	1	0	0	1	peradaban
civilized	0	0	0	0	1	0	1	0	0	1	beradab
claimant	1	0	1	0	0	0	0	0	0	0	penuntut
clamor	1	1	1	0	0	1	0	0	1	0	keributan
clan	0	0	0	0	0	0	0	0	0	1	klan
clap	0	1	0	0	1	0	1	0	0	1	tepuk
clash	1	0	0	0	0	1	0	0	0	0	bentrokan
clashing	1	0	0	1	0	1	0	0	0	0	bentrok
classics	0	0	0	0	1	0	1	0	0	0	klasik
claw	1	0	0	1	0	1	0	0	0	0	cakar
clean	0	0	0	0	1	0	1	0	0	1	membersihkan
clearance	0	0	0	0	0	0	1	0	0	1	izin
cleave	0	0	0	1	0	0	0	0	0	0	membelah
clerical	0	0	0	0	0	0	1	0	0	1	klerikal
cliff	0	0	0	1	0	0	0	0	0	0	jurang
climax	0	1	0	0	1	0	1	0	1	1	klimaks
clock	0	1	0	0	0	0	0	0	0	0	jam
closeness	0	0	0	0	1	0	1	0	0	1	kedekatan
closure	0	1	0	0	1	0	1	1	0	0	penutupan
clouded	0	0	0	0	0	1	0	1	0	0	mendung
cloudiness	0	0	0	1	0	1	0	0	0	0	keadaan mendung
cloudy	0	0	0	0	0	0	0	1	0	0	berawan
clown	0	1	0	0	1	0	1	0	1	0	badut
clue	0	1	0	0	0	0	0	0	0	0	petunjuk
clumsy	0	0	1	0	0	1	0	0	0	0	ceroboh
coach	0	0	0	0	0	0	0	0	0	1	pelatih
coalesce	0	0	0	0	0	0	0	0	0	1	bersatu
coax	0	0	0	0	0	0	0	0	0	1	membujuk
cobra	0	0	0	1	0	0	0	0	0	0	kobra
cocaine	0	0	0	0	0	1	0	1	0	0	kokain
coerce	1	0	1	1	0	1	0	0	0	0	memaksa
coercion	1	0	1	1	0	1	0	1	0	0	paksaan
coexist	0	0	0	0	0	0	1	0	0	1	hidup bersama
coexisting	0	0	0	0	0	0	0	0	0	1	hidup berdampingan
coffin	0	0	0	1	0	1	0	1	0	0	peti mati
cogent	0	0	0	0	0	0	1	0	0	1	kuat
cohesion	0	0	0	0	0	0	0	0	0	1	kohesi
cohesive	0	0	0	0	0	0	1	0	0	1	kompak
coincidence	0	0	0	0	0	0	0	0	1	0	kebetulan
coldness	1	0	1	1	0	1	0	1	0	0	kedinginan
collaborator	0	0	0	0	0	0	0	0	0	1	kolaborator
collapse	0	0	1	1	0	1	0	1	0	0	jatuh
collateral	0	0	0	0	0	0	0	0	0	1	jaminan
collectively	0	0	0	0	0	0	1	0	0	1	secara kolektif
collision	1	0	0	0	0	1	0	0	0	0	tabrakan
collusion	1	0	1	1	0	1	0	1	0	0	kolusi
colonel	0	0	0	0	0	0	1	0	0	1	kolonel
coma	0	0	0	1	0	1	0	1	0	0	koma
comatose	0	0	0	1	0	1	0	1	0	0	pingsan
combat	1	0	0	1	0	1	0	0	0	0	tempur
combatant	1	0	0	1	0	1	0	0	0	0	pejuang
combative	1	0	0	1	0	1	0	0	0	0	agresif
comfort	0	1	0	0	1	0	1	0	0	1	kenyamanan
coming	0	1	0	0	0	0	0	0	0	0	yang akan datang
commandant	0	0	0	0	0	0	1	0	0	1	komandan
commanding	0	0	0	0	0	0	1	0	0	1	berwibawa
commemorate	0	1	0	0	1	0	1	1	0	0	memperingati
commemoration	0	1	0	0	1	0	1	0	0	0	peringatan
commemorative	0	1	0	0	0	0	1	0	0	0	peringatan
commendable	0	0	0	0	1	0	1	0	0	1	terpuji
commerce	0	0	0	0	0	0	0	0	0	1	perdagangan
commission	0	0	0	0	0	0	0	0	0	1	Komisi
committal	0	0	0	0	0	1	0	1	0	0	berkomitmen
committed	0	0	0	0	0	0	1	0	0	1	berkomitmen
committee	0	0	0	0	0	0	0	0	0	1	komite
commodore	0	0	0	0	0	0	1	0	0	1	komodor
commonplace	0	1	0	0	0	0	0	0	0	1	biasa
commonwealth	0	0	0	0	0	0	1	0	0	1	persemakmuran
commotion	1	0	0	0	0	1	0	0	0	0	keributan
communicate	0	0	0	0	0	0	1	0	0	1	menyampaikan
communication	0	0	0	0	0	0	0	0	0	1	komunikasi
communion	0	0	0	0	1	0	1	0	0	1	komuni
communism	1	0	0	1	0	1	0	1	0	0	komunisme
compact	0	0	0	0	0	0	0	0	0	1	kompak
companion	0	0	0	0	1	0	1	0	0	1	pendamping
compassion	0	0	0	1	0	0	1	0	0	0	kasih sayang
compensate	0	1	0	0	1	0	1	0	1	1	mengimbangi
competence	0	0	0	0	0	0	1	0	0	1	kompetensi
competency	0	0	0	0	0	0	1	0	0	1	kompetensi
competent	0	0	0	0	0	0	1	0	0	1	kompeten
competition	0	1	0	0	0	1	0	0	0	0	kompetisi
complain	1	0	0	0	0	1	0	1	0	0	mengeluh
complaint	1	0	0	0	0	1	0	0	0	0	keluhan
complement	0	1	0	0	1	0	1	0	1	1	melengkapi
completing	0	1	0	0	1	0	1	0	0	0	menyelesaikan
completion	0	1	0	0	1	0	1	0	0	0	penyelesaian
compliance	0	0	0	0	0	0	1	0	0	1	kepatuhan
complicate	1	0	0	0	0	1	0	0	0	0	menyulitkan
compliment	0	1	0	0	1	0	1	0	1	1	pujian
compost	0	0	1	0	0	1	0	0	0	0	kompos
compress	1	0	0	0	0	0	0	0	0	0	kompres
comptroller	0	0	0	0	0	0	0	0	0	1	pengawas
compulsion	1	0	0	0	0	1	0	0	0	0	paksaan
comrade	0	0	0	0	0	0	1	0	0	1	kawan
conceal	0	0	0	0	0	1	0	1	0	0	menutupi
concealed	0	1	0	1	0	1	0	0	1	0	tersembunyi
concealment	1	1	0	1	0	1	0	0	0	0	penyembunyian
concerned	0	0	0	1	0	0	0	1	0	0	khawatir
conciliation	0	0	0	0	1	0	1	0	0	1	perdamaian
concord	0	0	0	0	0	0	1	0	0	1	kerukunan
concordance	0	0	0	0	0	0	1	0	0	1	konkordansi
concussion	1	0	0	0	0	1	0	1	0	0	gegar
condemn	1	0	0	0	0	1	0	0	0	0	memvonis
condemnation	1	1	1	1	0	1	0	1	0	0	penghukuman
condescension	1	0	1	0	0	1	0	1	0	0	merendahkan
condolence	0	0	0	0	0	0	1	1	0	0	belasungkawa
confederate	0	0	0	0	0	0	1	0	0	1	sekutu
confess	0	0	0	0	0	1	1	0	0	1	mengakui
confession	0	1	0	1	0	1	0	1	1	0	pengakuan
confessional	0	0	0	1	0	0	0	0	0	1	pengakuan
confide	0	0	0	0	0	0	0	0	0	1	mengaku
confidence	0	0	0	1	1	0	1	0	0	1	kepercayaan diri
confident	0	0	0	0	1	0	1	0	0	1	percaya diri
confidential	0	0	0	0	0	0	0	0	0	1	rahasia
confidentially	0	0	0	0	0	0	0	0	0	1	secara rahasia
confine	1	0	0	1	0	1	0	1	0	0	membatasi
confined	1	0	1	1	0	1	0	1	0	0	terbatas
confinement	1	0	0	1	0	1	0	1	0	0	kurungan
confirmation	0	0	0	0	0	0	0	0	0	1	konfirmasi
confirmed	0	0	0	0	0	0	1	0	0	1	dikonfirmasi
confiscate	1	0	0	0	0	1	0	1	0	0	menyita
conflagration	1	0	0	1	0	1	0	0	0	0	kebakaran besar
conflict	1	0	0	1	0	1	0	1	0	0	konflik
conformity	0	0	0	0	0	0	0	0	0	1	kesesuaian
confront	1	0	0	0	0	0	0	0	0	0	mengonfrontasi
confusion	1	0	0	1	0	1	0	0	0	0	kebingungan
conglomerate	0	0	0	0	0	0	0	0	0	1	konglomerat
congratulatory	0	0	0	0	1	0	1	0	0	0	ucapan selamat
congregation	0	0	0	0	0	0	1	0	0	1	kongregasi
congress	0	0	1	0	0	0	0	0	0	1	Kongres
congressman	0	0	0	0	0	0	0	0	0	1	anggota kongres
congruence	0	0	0	0	0	0	1	0	0	1	kesesuaian
conjecture	0	1	0	0	0	0	0	0	0	0	dugaan
conjure	0	1	0	0	0	0	0	0	1	0	menyulap
connective	0	0	0	0	0	0	0	0	0	1	penghubung
connoisseur	0	0	0	0	1	0	1	0	0	1	penikmat
conquest	1	0	0	1	0	1	0	0	0	0	penaklukan
conscience	0	0	0	0	0	0	1	0	0	1	hati nurani
conscientious	0	0	0	0	0	0	1	0	0	1	teliti
consecration	0	1	0	0	1	0	1	1	0	1	konsekrasi
consequent	0	1	0	0	0	0	0	0	0	0	akibat
conservation	0	1	0	0	0	0	1	0	0	1	konservasi
considerate	0	0	0	0	0	0	1	0	0	1	penuh perhatian
consistency	0	0	0	0	0	0	1	0	0	1	konsistensi
console	0	0	0	0	0	0	1	1	0	0	menghibur
consort	0	0	0	0	0	0	0	0	0	1	istri
conspiracy	0	0	0	1	0	0	0	0	0	0	konspirasi
conspirator	1	1	1	1	0	1	0	0	0	0	konspirator
conspire	0	0	0	1	0	1	0	0	0	0	bersekongkol
constable	0	0	0	0	0	0	0	0	0	1	polisi
constancy	0	0	0	0	0	0	1	0	0	1	keteguhan
constant	0	0	0	0	0	0	1	0	0	1	konstan
constantly	0	0	0	0	0	0	0	0	0	1	selalu
consternation	1	0	0	1	0	1	0	0	0	0	kekuatiran
constipation	0	0	1	0	0	1	0	0	0	0	sembelit
constitute	0	0	0	0	0	0	0	0	0	1	merupakan
constitutional	0	0	0	0	0	0	1	0	0	1	konstitusional
constrain	0	0	0	1	0	1	0	0	0	0	memaksa
constraint	1	0	0	1	0	1	0	1	0	0	paksaan
consul	0	0	0	0	0	0	0	0	0	1	konsul
consult	0	0	0	0	0	0	0	0	0	1	berkonsultasi
contagion	0	1	1	1	0	1	0	0	0	0	penularan
contagious	0	0	1	1	0	1	0	0	0	0	menular
contaminate	0	0	1	0	0	1	0	0	0	0	mencemari
contaminated	0	0	1	1	0	1	0	1	0	0	terkontaminasi
contamination	0	0	1	0	0	1	0	0	0	0	kontaminasi
contempt	1	0	1	1	0	1	0	0	0	0	penghinaan
contemptible	1	0	1	0	0	1	0	0	0	0	hina
contemptuous	1	0	0	0	0	1	0	0	0	0	menghina
content	0	0	0	0	1	0	1	0	0	1	isi
contentious	1	0	1	1	0	1	0	0	0	0	kontensius
contingent	0	1	0	0	0	0	0	0	0	0	kontingen
continuation	0	1	0	0	0	0	0	0	0	0	kelanjutan
continue	0	1	0	0	0	0	1	0	0	1	melanjutkan
contraband	1	0	1	1	0	1	0	0	0	0	barang selundupan
contradict	1	0	0	0	0	1	0	0	0	0	bertentangan
contributor	0	0	0	0	0	0	1	0	0	1	penyumbang
controversial	1	0	0	0	0	1	0	0	0	0	kontroversial
convent	0	0	0	0	0	0	1	0	0	1	biara
convergence	0	1	0	0	0	0	0	0	0	0	konvergensi
conveyancing	0	0	0	0	0	0	0	0	0	1	pengangkutan
convict	1	0	1	1	0	1	0	1	0	0	menghukum
convince	0	1	0	0	0	0	1	0	0	1	meyakinkan
convinced	0	0	0	0	0	0	0	0	0	1	yakin
convincing	0	0	0	0	0	0	0	0	0	1	meyakinkan
coop	1	0	1	0	0	1	0	0	0	0	mengurung
cooperating	0	0	0	0	0	0	1	0	0	1	bekerja sama
cooperation	0	0	0	0	0	0	1	0	0	1	kerja sama
cooperative	0	0	0	0	0	0	1	0	0	1	kooperatif
cop	0	0	0	1	0	0	0	0	0	1	polisi
copycat	1	0	1	0	0	1	0	0	0	0	peniru
coronation	0	0	0	0	1	0	1	0	0	1	pemahkotaan
corporation	0	0	0	0	0	0	1	0	0	1	perusahaan
corpse	0	0	1	0	0	1	0	1	0	0	mayat
correctness	0	0	0	0	0	0	0	0	0	1	ketepatan
correspondence	0	1	0	0	0	0	1	0	0	0	korespondensi
corroborate	0	0	0	0	0	0	1	0	0	1	menguatkan
corroboration	0	0	0	0	0	0	0	0	0	1	pembenaran
corrosive	0	0	0	1	0	1	0	0	0	0	korosif
corrupting	1	0	1	1	0	1	0	1	0	0	merusak
corruption	0	0	1	0	0	1	0	0	0	0	korupsi
corse	0	0	0	0	0	0	0	1	0	0	corse
cosmopolitan	0	0	0	0	0	0	1	0	0	1	kosmopolitan
couch	0	0	0	0	0	0	0	1	0	0	sofa
cough	0	0	1	0	0	1	0	0	0	0	batuk
council	0	1	0	0	0	0	1	0	0	1	Dewan
counsel	0	0	0	0	0	0	1	0	0	1	nasihat
counsellor	1	0	0	1	0	1	0	0	0	1	konselor
counselor	0	0	0	0	0	0	1	0	0	1	konselor
count	0	0	0	0	0	0	1	0	0	1	menghitung
countdown	0	1	0	0	0	0	0	0	0	0	hitung mundur
countryman	0	0	0	0	0	0	0	0	0	1	sebangsa
county	0	0	0	0	0	0	0	0	0	1	daerah
coup	1	0	0	0	0	0	0	0	1	0	kup
courageous	0	0	0	1	0	0	1	0	0	0	berani
courier	0	0	0	0	0	0	0	0	0	1	kurir
court	1	1	0	1	0	0	0	0	0	0	pengadilan
courtship	0	1	0	0	1	0	1	0	0	1	pacaran
cove	0	1	1	1	1	0	1	0	0	0	teluk kecil
covenant	0	0	0	0	0	0	1	0	0	1	perjanjian
cover	0	0	0	0	0	0	0	0	0	1	menutupi
coward	0	0	1	1	0	1	0	1	0	0	pengecut
cowardice	0	0	0	1	0	1	0	0	0	0	kepengecutan
cowardly	0	0	0	1	0	1	0	0	0	0	pengecut
coy	0	0	0	1	0	0	0	0	0	0	malu
coyote	0	0	0	1	0	0	0	0	0	0	anjing hutan
crabby	1	0	0	0	0	1	0	0	0	0	pemarah
cracked	1	0	0	1	0	1	0	0	0	0	retak
cradle	0	1	0	0	1	0	1	0	0	1	buaian
cramp	0	1	0	0	0	1	0	0	0	0	kejang
cranky	1	0	0	0	0	1	0	0	0	0	mudah marah
crap	0	0	1	0	0	1	0	0	0	0	omong kosong
craps	0	1	0	0	0	0	0	0	0	0	omong kosong
crash	0	0	0	1	0	1	0	1	1	0	menabrak
crave	0	1	0	0	0	0	0	0	0	0	mendambakan
craving	0	1	0	0	0	0	0	0	0	0	keinginan
crawl	0	0	1	0	0	1	0	0	0	0	merangkak
crazed	1	0	0	1	0	1	0	0	0	0	gila
crazy	1	0	0	1	0	1	0	1	0	0	gila
cream	0	1	0	0	1	0	1	0	1	0	krim
create	0	0	0	0	1	0	1	0	0	0	membuat
creature	0	0	1	1	0	1	0	0	0	0	makhluk
credence	0	0	0	0	0	0	1	0	0	1	kepercayaan
credential	0	0	0	0	0	0	1	0	0	1	mandat
credibility	0	0	0	0	0	0	1	0	0	1	kredibilitas
credible	0	0	0	0	0	0	1	0	0	1	kredibel
credit	0	0	0	0	0	0	1	0	0	1	kredit
creditable	0	0	0	0	0	0	1	0	0	1	dapat dikreditkan
creeping	0	1	0	0	0	0	0	0	0	0	merayap
cremation	0	0	0	0	0	0	0	1	0	0	kremasi
crescendo	0	1	0	0	1	0	1	0	1	1	crescendo
crew	0	0	0	0	0	0	0	0	0	1	awak kapal
crime	1	0	0	0	0	1	0	0	0	0	kejahatan
criminal	1	0	1	1	0	1	0	0	0	0	pidana
criminality	1	0	1	1	0	1	0	0	0	0	kriminalitas
cringe	0	0	1	1	0	1	0	1	0	0	jijik
cripple	0	0	0	1	0	1	0	1	0	0	melumpuhkan
crippled	0	0	0	0	0	1	0	1	0	0	lumpuh
crisp	0	0	0	0	0	1	0	0	0	1	garing
criticism	1	0	0	0	0	1	0	1	0	0	kritik
criticize	1	0	1	1	0	1	0	1	0	0	mengkritik
critter	0	0	1	0	0	0	0	0	0	0	makhluk
crocodile	0	0	0	1	0	0	0	0	0	0	buaya
cross	1	0	0	1	0	1	0	1	0	0	menyeberang
crouch	0	0	0	1	0	0	0	0	0	0	mendekam
crouching	0	0	0	1	0	1	0	0	0	0	berjongkok
crowning	0	1	0	0	1	0	1	0	1	1	terpenting
crucial	0	0	0	0	0	0	1	0	0	1	penting
crucifixion	1	0	1	1	0	1	0	1	0	0	penyaliban
crude	0	0	1	0	0	1	0	0	0	0	mentah
cruel	1	0	1	1	0	1	0	1	0	0	kejam
cruelly	1	0	0	1	0	1	0	0	0	0	dengan kejam
cruelty	1	0	1	1	0	1	0	1	0	0	kekejaman
crumbling	0	0	0	0	0	1	0	1	0	0	runtuh
crunch	1	0	0	0	0	1	0	0	0	0	kegentingan
crusade	1	0	0	1	0	1	0	0	0	0	perang salib
crushed	1	0	1	1	0	1	0	1	0	0	hancur
crushing	1	0	1	1	0	1	0	0	0	0	penumpasan
crusty	0	0	1	0	0	1	0	0	0	0	keras
cry	0	0	0	0	0	1	0	1	0	0	menangis
crying	0	0	0	0	0	1	0	1	0	0	menangis
crypt	0	0	0	1	0	1	0	1	0	0	ruang bawah tanah
cube	0	0	0	0	0	0	0	0	0	1	kubus
cuckold	0	0	1	0	0	1	0	0	0	0	suami yg istrinya tdk setia
cuddle	0	0	0	0	1	0	1	0	0	1	berpelukan
cue	0	1	0	0	0	0	0	0	0	0	isyarat
culinary	0	0	0	0	0	0	1	0	0	1	kuliner
cult	0	0	0	1	0	1	0	0	0	0	kultus
cultivate	0	1	0	0	0	0	1	0	0	1	mengolah
cumbersome	0	0	0	0	0	1	0	1	0	0	rumit
cupping	0	0	1	1	0	1	0	1	0	0	bekam
cur	1	0	1	1	0	1	0	0	0	0	bajingan
curable	0	0	0	0	0	0	1	0	0	1	dapat disembuhkan
